關鍵詞語,出現次數
照時間,1
現車程,1
霧近,1
正院,1
損失網,1
並找,1
沒擺,1
或頭部,1
離動,1
程院,1
講優點,1
痛一點,1
紅紅診,1
要灰塵,1
張好,1
沒一昧,1
盯人,1
多四個,1
中線,1
順利剛,1
真節,1
想透,1
R6L96,1
來玩來,1
沒殘,1
眼鏡書,1
中四個,1
天立,1
詢員小燕除,1
床林,1
重諮詢,1
問術式,1
數秒還,1
縮小高,1
仍大受,1
手術門檻,1
術立,1
毫無恢,1
定持,1
過淚腺,1
續性,1
R55L400,1
終日頭,1
R9LPrtII,1
同體,1
抓起,1
R79L75PrtII,1
卷氣,1
調大看,1
過機器,1
破破爛爛,1
真其實,1
大口,1
短忍,1
喝到,1
性緣,1
打完,1
許多異,1
變除,1
小改,1
眼幾乎,1
醫生愧,1
時此,1
真酸,1
時選擇,1
實計,1
之週,1
成算,1
能滑,1
真確,1
西行,1
期壓迫,1
由任,1
矯正國,1
問世,1
借膠,1
PRKLASIKSmilePRO,1
合許,1
行手術,1
班經,1
眼型關,1
R800L900,1
朋朋,1
付給,1
數跟,1
實際散,1
對待術,1
實際度數,1
適情況,1
客戶當,1
她給,1
LASIKSmileSmilePRO,1
然閉,1
著流淚,1
覺須,1
單一種,1
數愈來,1
快答,1
霧氣礙,1
從育兒,1
詢人員雅琳術,1
最多要,1
詢交給,1
mti8R8mti8R8MlUR98MlUR98,1
現還慶幸,1
全飛妙,1
因該,1
Prt7,1
下求,1
地能,1
心傳訊息,1
每點,1
下照,1
段術,1
強心劑,1
蓋條,1
深越,1
錯談論,1
預約制,1
為諮詢,1
騎快,1
分鐘過,1
老之什麼,1
這所人,1
該解,1
連水霧,1
iBWiTRCQiBWiTRCQi9kTPAMi9kTPAM,1
IDeric540,1
R97L896,1
R5L46PrtII,1
數能體,1
常無視,1
變燈,1
時絕,1
濰視評,1
估前,1
以環境,1
yxknd4yxknd4tAVhntAtAVhntA,1
家檢查,1
過志祺,1
掏錢繳,1
緊繃感,1
面雙週,1
天停,1
當日選,1
點執,1
行當,1
妝塗,1
考試長,1
透頭,1
中讀,1
798,1
橋燦,1
術應,1
買麥,1
當勞給,1
久候,1
進行點,1
ꄊ,1
聽到醫,1
親友載,1
完睡,1
經建議,1
拋隨著,1
一針,1
日針,1
刺感,1
還得度數,1
眼裸視,1
上壓,1
指紋,1
差多距,1
離辨識,1
極限還,1
透進,1
頭終,1
著腦袋,1
除夜,1
幾天康,1
實多快,1
手術門票,1
期待值,1
pesber00,1
疲勞酸,1
由衛教,1
真回,1
睡太著,1
等車,1
花要,1
殘念來,1
最貨,1
鑑要,1
TRANSPRK,1
診所南,1
多術式,1
眼鏡共處,1
如鏡,1
受此,1
及否,1
仔細繁,1
結論並,1
一週動,1
情緒過,1
地緊,1
張起,1
反應些,1
要花點,1
微調,1
著疑慮,1
問專業,1
視線些,1
楊榮,1
還用術式,1
自諮詢,1
關之睡,1
碼編,1
微腫,1
自費面,1
費前,1
最開心,1
五經驗,1
眼妝建議,1
再畫,1
期電腦,1
這太,1
園區,1
猶豫然,1
體條件,1
合美還,1
總信,1
課什麼,1
運及,1
冷氣遙,1
週圍,1
認為還,1
張絕,1
內準,1
點朦朧,1
點醫院,1
飯邊,1
調勢,1
備區,1
需戴著,1
離開且,1
聽護理師,1
小白兔,1
區同,1
閉眼然,1
眼紅紅,1
著許,1
將撐,1
區坐,1
白茫,1
二眼,1
感差點,1
藥醫師,1
控然,1
才術,1
看滿,1
控器,1
顧蠻,1
實術照,1
藥水前,1
比開,1
講幾句,1
如臉,1
Lsiksmilesmilepro,1
這三階段,1
階段術,1
分三個,1
uMR55L544,1
YfPrtI,1
IDHsing,1
質而定,1
差調,1
二眼視,1
解藥水,1
R9L,1
然服務,1
車剛,1
SmileLeo,1
IDsclismeok,1
泉眼,1
還繼續點,1
師貼,1
更帶,1
經維持,1
夠恢,1
IDminso,1
師時,1
著裝及,1
三顆,1
給手術,1
R548L554,1
撥通,1
顧天數,1
R87L87PrtII,1
選擇否,1
一項終,1
經過許,1
圖淚液,1
泡溫,1
臉還,1
且軸動,1
透氧從,1
裡來,1
現什麼樣,1
能施,1
醫生取,1
查明,1
作術式,1
串檢,1
飯動身,1
過數據,1
而將,1
解待,1
一樣講,1
定點動,1
異太大若量,1
詢日量,1
測看,1
許多確,1
數據量,1
紙水霧,1
數告訴,1
向明,1
隨和且,1
衣然護理,1
最資料,1
短內,1
前淚,1
劇好,1
R6L665,1
uMR559L564,1
鐘弄,1
師黃鈺雅,1
水處理,1
光人員黃鈺雅諮詢,1
還拿個,1
楊大學,1
置瓣,1
黏合,1
之量,1
淚睜開,1
IDduckwo,1
當然個,1
實太偉大現,1
費決定,1
換剛,1
LeoLeo,1
完恢,1
領好,1
韓家,1
書然,1
中極,1
雖著,1
進一,1
還擺脫,1
情緒藥,1
進入給,1
性運動,1
入社,1
變紅乾澀,1
成眼,1
R00L,1
此手術,1
穿防護,1
更滋潤,1
弊現,1
一點類,1
前多項,1
課解,1
許所人要,1
張及,1
除視力,1
成還,1
次大約個,1
月連,1
停藥術,1
時痛,1
時傷口,1
低除,1
uMR554umL554um4,1
R8mmL0mm5,1
IDLKK5,1
R4mmHgL5mmHgPrtII,1
自再明,1
前親,1
寫術,1
指南,1
內人員,1
度帶,1
輕衝,1
點餘裕,1
皮狀況,1
問藥,1
完少,1
好日子,1
較大光,1
還細心,1
期水霧,1
確定動,1
問跟諮詢,1
師佐謙友,1
備備,1
要小許,1
常讓,1
苦口,1
從小學時,1
診太,1
uMR547L5474,1
R700L400,1
討論術,1
IDxps0985,1
還短,1
透墨鏡,1
楷涵,1
沒錢關,1
筆金額,1
偏乾淚腺,1
焦手術,1
保護及,1
偶爾水霧,1
一霧,1
人馬上,1
每半小時點,1
過馬上,1
那動,1
毫悔,1
IDwilly546,1
uMR575L574,1
R07L947,1
呼出氣,1
邊跑邊,1
實困,1
這激發,1
R49L465,1
uMR577L5774,1
R60L55,1
資約,1
離對,1
減輕回,1
飲業,1
感異,1
性質餐,1
狀況陽,1
R4L45,1
uMR570L5604,1
鄭潔梅,1
永煌驗,1
術勤,1
好論,1
親和講,1
那錯,1
覺產,1
以能夠,1
動找,1
IDcroly,1
前視覺,1
藥胃藥,1
變成雙,1
被切,1
開此,1
瞪眼,1
市場化,1
經太痛,1
出冷氣,1
閃光少,1
先開始,1
床開,1
眼接,1
札,1
東西蓋,1
習點,1
幾次練,1
同藥劑,1
札眼,1
感超級,1
先拿個,1
上護士,1
同空間,1
然護士,1
IDnike545,1
櫃子裡,1
人前,1
某年某月,1
名氣夠,1
少種,1
點這邊,1
弄完,1
受天氣,1
瓶眼,1
看檢,1
小卡用,1
進行戶,1
輕薄且,1
撼動,1
心根據,1
經驗和網,1
然評,1
檢要給,1
關埔,1
時閉,1
測完,1
藥水時,1
區這時,1
關度,1
西然,1
飄動,1
放東,1
克難用,1
外服,1
公式化,1
ivzEpW6ivzEpW6,1
真試過,1
回診醫,1
太舒暢,1
錯記,1
奮點,1
認真勤,1
狀況講,1
藥物話,1
倒覺,1
猶豫體,1
IDfordfort,1
裝藥水,1
水然護士,1
數視,1
實太長,1
還蛤一聲,1
安撫們,1
中千萬,1
動接,1
要愛惜,1
IDjb679,1
大學除,1
i5klvAjTi5klvAjT,1
纏,1
一纏,1
大學遠,1
戰戰兢兢騎,1
遠見量,1
大淚液,1
關埔要,1
遠見術,1
及視力,1
細心斷,1
六家,1
臉和頭,1
要調,1
傷口和術,1
整視力,1
稍等一下,1
東西水霧,1
uMR568L5694,1
現金術,1
間格然,1
檢這次量,1
微本來,1
真計算,1
過慶幸,1
明紙,1
西輪廓,1
明水,1
至數,1
完週,1
因用,1
沒人來,1
爾水霧,1
操再睜開,1
順時,1
視障,1
方像,1
圈加逆時,1
閉閉,1
張張,1
圈為,1
北諮詢,1
診所本,1
怎麼度,1
開光,1
師幼馨,1
過程細,1
真厲害,1
視力雙,1
還沒脫,1
診下,1
前種,1
週戴護,1
回診行,1
週醫師,1
夠扯術,1
戴著頭,1
Ys,1
IDtomdog45,1
眼當,1
度大學時,1
出油導致,1
而時,1
幾年換,1
中當天,1
一解術,1
教單,1
領衛,1
R7xxL7xx,1
偏醜,1
解衝動,1
背汗,1
學去,1
量個,1
給戴,1
前同,1
痛人術,1
uMR575L5754,1
定價術,1
劉冠麟驗,1
IDwmsky,1
週除,1
意見醫,1
感習慣,1
多炫光,1
然藥水,1
IDnice999,1
目鏡視,1
物用,1
房冷約,1
太麻煩,1
R700L575,1
體行,1
還腫脹,1
慰藉,1
還內心,1
uMR565L5854,1
R7L67PrtII,1
宗教信仰,1
診所承諾,1
歷一個,1
評估然,1
多經,1
介紹覺,1
前文,1
雖高術,1
檢測過,1
well,1
隊廣告,1
桃猿隊,1
中華職,1
張身,1
項和術,1
野其實,1
著越,1
同學大學,1
R675L450,1
週覺,1
詢念頭,1
仔細人,1
光師剛,1
調整並,1
明各項,1
意義然明,1
並沒到,1
刀刀,1
IDvictoy,1
可快,1
因為執,1
及大學,1
66mmHg,1
總結個,1
經驗術,1
實查,1
乾勤,1
眼鏡頭,1
預算足夠,1
大狀況,1
太累關,1
數暴衝,1
到將,1
時大,1
致電去,1
背光,1
診所團隊,1
算額外,1
週之雙眼,1
莫到術,1
還修,1
改開單,1
所適,1
雙眼術,1
膏狀,1
週算,1
肥皂水,1
油們,1
IDisrx,1
白要,1
光人員莊,1
實感覺,1
棒感,1
出來點,1
趕過,1
8lt,1
隨明,1
光點動,1
當還,1
詢再,1
伸進,1
問過過,1
smileorsmilepro,1
轉一轉,1
當透鏡,1
LsiksmrttrnsPRK,1
查三種,1
天越,1
想睜開,1
9lt,1
049lt,1
初選擇,1
沒太大變,1
化除,1
阿庭帶,1
畢並,1
手術算,1
術步驟,1
太因,1
IDnigis,1
著此,1
還沒睡,1
建議過,1
完東西,1
牌點,1
議還,1
這步驟,1
中體,1
移動然,1
著知,1
被強,1
上水,1
早雷早,1
這股,1
候機,1
袋然,1
利馬,1
君君,1
莫個,1
差水霧,1
地詢,1
克代,1
雙眼禁,1
經能夠,1
價動作,1
猴子,1
撫下,1
IDyonker,1
串術,1
R5L5475,1
醫師出,1
還測量,1
檢測僅,1
指導確,1
保能夠,1
評估者,1
喜視力,1
具豐富,1
視力妨,1
評估機,1
還往,1
杜鵑,1
著擁,1
問和檢查,1
走個,1
新章,1
節新,1
僅關,1
肥到,1
和頭,1
前動作,1
認所步,1
這躺,1
術確,1
為備,1
霧裡,1
看花霧,1
多聊,1
水作,1
這跟想,1
一組藥,1
花診,1
外開,1
明只,1
IDMissHung,1
可大可小,1
痛類,1
AW,1
異常高,1
一團糊,1
聽音樂,1
亂動怕,1
繞個,1
靜態,1
之開,1
雖然術式,1
還要將,1
看機器,1
順利過,1
驗檢查,1
同時長,1
總之經,1
還要給,1
慌亂術,1
並流,1
感體,1
小院,1
週週個,1
總聽別,1
一種漸,1
絢麗,1
uMR566L574,1
475450,1
706646,1
IDrudy99,1
詢試試,1
賞受,1
得益,1
IDsilvideep,1
開心揮別,1
時好,1
R40L95,1
無忌憚,1
R44L48,1
癢手,1
所作,1
完肆,1
如想,1
膽小怕,1
阿總結,1
光人員小姍,1
前葉,1
酸障,1
慢真慌,1
未消,1
縮小到,1
及酸澀,1
較久術,1
林宥嘉得,1
實心裡,1
詢日禮,1
拜六當,1
那當然,1
655,1
度數否,1
區和,1
一應,1
墨鏡護,1
包讓,1
藥術,1
還點心,1
br,1
防塵防,1
張現,1
餘裕並,1
夠維持,1
快法,1
反著,1
先看,1
R65L675,1
請板,1
並減,1
調整術,1
尋資訊,1
板眾,1
性質關,1
實講,1
水而診,1
預祝,1
問乾,1
先脈,1
先近視,1
只脈,1
此放棄,1
規宣導,1
補想問,1
箘,1
像點,1
點真,1
錯礙,1
頭近,1
天覺,1
從國小近,1
懷疑度數,1
乾視線,1
R6L70PrtII,1
R4L47,1
R40L45,1
uMR568L5684,1
R850L850,1
認真面,1
極限慣,1
沒衝動,1
前動,1
TINA,1
藥水真,1
IDyeh07,1
夠苦,1
覺並且,1
視資歷,1
期太長,1
只滿,1
文諮詢,1
焦當天,1
多安撫,1
過程分,1
滿多術,1
鏡諮詢,1
重以,1
淚腺屬,1
人視,1
並沒乾眼,1
IDcikk,1
智個,1
仁見,1
點見,1
人員忘記,1
濰視同,1
R400L55,1
學跟白,1
文之發現,1
R68L685,1
診比較,1
詢即,1
週一個,1
完護士,1
中電,1
真溫,1
之燒,1
沒睜開,1
噴眼淚,1
實視線,1
完四個,1
退之明,1
受用,1
字型,1
過櫃,1
來本來,1
看度,1
時響鈴,1
魚油術,1
高劑,1
量維,1
好定,1
時間僅,1
半禮,1
提示音,1
莫小時,1
sectionoff,1
uMR549L554,1
R7L06,1
趁還,1
偷走,1
uMR50L584,1
宜庭術,1
故興起,1
蘇醫師驗,1
打近視,1
IDRyne,1
小姍,1
種相見,1
對終,1
新穎諮詢,1
明來,1
充點,1
事實證,1
sectionon,1
要準,1
懶術,1
加手術,1
頭和洗,1
表述,1
體視力,1
檢驗過,1
掛號櫃,1
關卡人員,1
經檢查過,1
介紹術式,1
由資訊,1
人員留,1
0909,1
跟術式,1
感傷,1
亂動往,1
測血壓,1
手術者,1
發呆過,1
護士給,1
多候,1
用太緊,1
及疑問,1
時愛,1
預計週,1
醫生業界,1
還它,1
問護士,1
交視力,1
回條過,1
屁孩覺,1
現超,1
安感葉,1
下適,1
捶,1
現花,1
以真要,1
真一陣子,1
受訓,1
短秒數,1
如縮,1
那幾秒,1
差十幾秒,1
近千,1
實價格,1
因為僅,1
洞口,1
客觀針,1
相關術照,1
於檢,1
IDyunchuchu,1
出國剛,1
詢打,1
建議動,1
謝媽生,1
術諮詢,1
幫衛教,1
含手術,1
小感,1
厚風險,1
uMR58L54,1
還檢查否,1
及淚液,1
一捏,1
還仔細,1
動起念頭,1
差大戴,1
先好,1
行步,1
畢真,1
偶爾補充,1
R5L400,1
記聽護,1
uMR554L5574,1
張換,1
便緊,1
IDJAS0N,1
實際處,1
現什麼,1
室剛,1
詳盡地,1
550PrtII,1
間家,1
一點度數,1
略酸,1
輩覺,1
則術,1
R8L6PrtII,1
沒幾天,1
略大,1
SentfromJPTTonmyiPhone,1
IDbpdvids,1
R56L555,1
數見然,1
包並,1
還一週,1
急感覺,1
則價位,1
度佳,1
以太,1
成唯獨,1
繁離,1
輔助睜開,1
越久,1
時忘點,1
淚真,1
個月屬,1
小康,1
耐住,1
期適,1
現以,1
yes,1
增度,1
眼鏡成,1
RL04,1
yesPrtI,1
完體,1
心白,1
體要,1
仔細細,1
痛視,1
挑選喜,1
歡太陽,1
套鏡,1
L6mmHgPrtII,1
L7mm6,1
R8mm,1
Lmm5,1
L5854,1
青手術,1
uMR578,1
IDpinnlio,1
還紅,1
感手機,1
如血輪,1
則白,1
還辨識,1
全盲,1
且驗光,1
IDkoette,1
數持續,1
H6JwlloH6JwlloIQDQqAYIQDQqAY,1
眼精狀況,1
實沒多餘,1
解且,1
覆找,1
尋資料,1
文便,1
只載,1
載久且,1
鏡束縛,1
先致,1
眼精乾,1
R67L66,1
R5L85,1
R56L5594,1
欣融術,1
並無再,1
算厚過,1
手術術心,1
點乾眼,1
分變,1
708,1
房手術,1
當下嚴,1
繁安撫,1
師介紹,1
估才,1
重帶,1
厚且,1
連炫光,1
度外,1
簡直給,1
uMR57L540,1
雅琳驗,1
光人員雅琳驗,1
洪醫師驗,1
IDSonyA7III,1
見水霧,1
同給,1
解其實,1
師頻,1
樣去,1
時一點,1
短先,1
變好度,1
並無覺,1
受些,1
增少,1
已離職,1
郭醫師驗,1
著平靜,1
看放得,1
IDjerry405,1
珍貴視覺,1
著否,1
適感算滿,1
最話,1
重絕,1
叮嚀點,1
禮拜算,1
它將,1
且還,1
喜地,1
診所許,1
程為,1
如視力,1
開支,1
88000,1
來計算,1
並自,1
前心裡,1
家點,1
感大約術,1
幾天修,1
IDfr770880,1
張聰麒驗,1
服侍,1
uMR568L5644,1
走紅毯,1
沒抄,1
R479L457,1
才些,1
門像,1
矯正想,1
總怕,1
七週,1
R06L09,1
術將,1
畢業樓,1
蓋個,1
IDimDC,1
R66L649PrtII,1
慣水霧,1
R59L565,1
平緩,1
鐘出,1
超感動,1
地且,1
當滴,1
只點礙,1
來以,1
狂滴,1
IDemico,1
時夜間,1
R69L685,1
改變剛,1
要此,1
擊發,1
事習,1
或亂動,1
地先,1
房院,1
能變,1
鼓勵換,1
過幾秒鐘,1
隨再,1
評斷,1
超級醜,1
打更,1
刻本,1
一對剛,1
坐旁邊,1
症狀並,1
像換,1
強效類,1
出國位,1
台人,1
還空,1
搭長,1
途車,1
要測,1
只乾澀,1
IDmonetelliz,1
偶爾芒,1
R400L500,1
臉發現,1
深痕,1
二諮詢,1
進大學,1
這還要,1
國人業務還,1
韓國燒,1
認選擇,1
這次還,1
醫美大國,1
區時還,1
開車過,1
SHE,1
適期僅,1
液備,1
風比,1
音樂愛存,1
水去,1
這愛,1
睜大持續,1
張當然,1
裡緊,1
變老歡,1
認開始,1
最度,1
剛外,1
IGYT,1
進行評,1
狀態當,1
著雀躍,1
全身心,1
關淚,1
欣喜若狂,1
器檢,1
同儀,1
致電給,1
口徑,1
數及夠,1
原力,1
再覆檢,1
禁忌症,1
這相,1
覆檢謝,1
時持許,1
無法手,1
全力支持,1
smilepropro,1
育兒,1
軸自動,1
過滴,1
視軸及,1
超極,1
時超,1
尾加,1
回超快,1
時細節,1
藥換,1
光子,1
移走,1
鐘之類,1
吹球,1
好位,1
感覺定,1
著筆,1
間則,1
柔還,1
二樓位,1
邊手術,1
邊動,1
作邊,1
你護理,1
感醫師,1
養好,1
溫柔連,1
終於恢,1
R67L74PrtII,1
終於換,1
RL85,1
R500L5074,1
慣差,1
睡著醒,1
R675L750,1
IDbbyry,1
熱氣給,1
死過,1
經淚腺測,1
爆感,1
隨然,1
眼鏡睜眼,1
頭時候,1
總之超,1
幾天能,1
慣加,1
難緊,1
師動作,1
論派,1
或太近,1
藥護眼,1
合之要,1
狀況終,1
沒視力,1
勤滴,1
覺得睜開,1
uMR49L4984,1
這再,1
時芒,1
轉捩點,1
R69mmL7mm5,1
所賜,1
東西麻煩,1
真拜,1
安因,1
為檢,1
用賴,1
半生,1
看字現,1
或理,1
IDliouer,1
圓圓超,1
蠻乎,1
R700L700,1
他檢,1
詢一樣,1
醫生邊,1
原來視,1
前馬上,1
超親切,1
他視,1
走邊,1
詢準備,1
淡忘,1
輕碰著,1
肩給,1
中班,1
方向感,1
周些,1
R586L6045,1
走心裡,1
還撞,1
牆過,1
期拉長,1
點那診,1
顧然,1
出優,1
台之間,1
意終,1
禮拜術,1
點所門市,1
水記,1
開罐,1
台謝,1
用口,1
語安撫,1
優點術,1
偶爾炫光外,1
蠻趣術,1
將取,1
適感然,1
藥手術,1
調術,1
斷強,1
醫師揮,1
舞著,1
熱起,1
已經度,1
推算,1
或訊息詢,1
所電話,1
年現,1
歷快,1
痛以,1
視資,1
術算,1
意越,1
以長,1
繁到,1
何來,1
視戴,1
多能,1
覺得別,1
還沒近,1
地排,1
返,1
愛玩電腦,1
R0L04,1
一訂,1
碼過,1
無問,1
題術術,1
感酸澀,1
數結束,1
麻藥覺,1
許多到,1
陣地,1
勸敗,1
RL50,1
R46L49PrtII,1
R598L6845,1
uMR508L54,1
蘋驗,1
R7L68PrtII,1
IDreideen07,1
幸國,1
爆表實,1
渾,1
心動礙,1
總觀望,1
現檢查,1
窗馬虎,1
適合為,1
開瞬間,1
順利無感,1
無術式,1
阿嬤一樣,1
抗生,1
教導們,1
防範及,1
R60L605,1
uMR546L5494,1
R575L575,1
防風護,1
收納包,1
紙回,1
診卡術,1
時些許,1
IDinvit8650,1
還滴,1
成錯,1
鈍,1
天選之人,1
過面,1
之先,1
原用,1
痛原,1
更少要,1
響當,1
無法將,1
差多乾,1
許多回,1
遠時,1
顧術,1
場合須,1
專用護,1
實大為,1
乾其時,1
給室,1
還持續定,1
濕潤度術,1
需照,1
程並,1
自發,1
撥開然,1
動大約,1
著動,1
適之,1
應人員,1
打開來,1
完晚,1
適諮詢,1
動表現,1
然請,1
小版版,1
幫練習,1
張明,1
還跟評,1
一樣將,1
當天適,1
R0L86,1
R56L5604,1
R500L475,1
IDAfterTe,1
詳細過,1
7SMILEPro,1
衣然,1
想度,1
檢測點,1
真先進,1
質關,1
沒亂,1
uMR575L5764,1
知須,1
及大,1
氣隔,1
重感覺,1
直看,1
uMR50umL50um4,1
R50mmL604mm5,1
R8mmL06,1
RmmHgL5mmHgPrtII,1
R4umL,1
術緣,1
單右邊,1
認驗光,1
越拉越,1
毫無適,1
醫及,1
詢人數,1
話術點,1
貴關,1
目算,1
如考,1
毫無影,1
ID00488996,1
陪久,1
R546L5464,1
少接觸,1
問名,1
無詢,1
經明確,1
來緊,1
張斷,1
IDlosumrk,1
回診度,1
考慮並,1
顧上,1
懶怕,1
照術,1
將風險,1
少部分,1
雖高還,1
臨過,1
樣好,1
起見過,1
光水霧,1
沒事到,1
所環境,1
度數足,1
體質關,1
幾天終,1
嚇傻來,1
人站,1
淚腺評,1
關卡人,1
隨時明,1
連鎖門,1
R65L705,1
收約,1
診察費,1
到號,1
似帶,1
難掛,1
詢人,1
教明,1
數高雙,1
鞭小力,1
並穿,1
安撫著,1
何同,1
真感動終,1
自費來,1
uMR598L5984,1
完視,1
才講,1
打到術,1
遠視護,1
洗診,1
健檢一波,1
少人詢,1
否甚麼,1
永永遠,1
hppy,1
少眼鏡,1
豁然,1
光凝,1
完推,1
IDx75067,1
問視,1
搜久,1
實網,1
還沒問,1
診所拿藥,1
處方簽,1
還另罐,1
藥水小時,1
單藥水,1
一橫上,1
問適,1
未詢問,1
順利量,1
差風險,1
00908,1
電視手,1
機作,1
IDmycndyhsu,1
高度集中,1
這恢,1
然規定,1
碰水定,1
重一點還,1
手術法,1
藥水該,1
藥照,1
萬幸,1
負責講,1
然那邊,1
乾和酸澀,1
單念頭,1
寫得,1
詢身邊,1
差想問,1
小價,1
現板橋,1
親民發,1
預掛,1
仔細問,1
熱愛能夠,1
IDet0006,1
六到,1
日護理,1
拿護,1
醫生重,1
點又要,1
寶寶出,1
點液,1
只院,1
檢查則,1
假且,1
SMILELASIK,1
週室,1
水騎車,1
上良,1
柔且,1
微乾還,1
乾感,1
明顯面,1
點難負,1
檢查裡,1
經多項,1
詢已,1
擔長,1
乾滑片,1
濃去,1
搜診,1
先詢,1
雷感覺,1
過醫美診,1
樓進,1
咖啡吧,1
ipRHkjOjpegipRHkjOjpegiQOEVMsFjpegiQOEVMsFjpegimX8KjpegimX8Kjpeg,1
現近,1
而種,1
師溫,1
至二樓,1
已經先,1
R8L67PrtII,1
眼鏡詢,1
0s,1
實整,1
5s,1
點等,1
處理階段,1
週多還,1
真先諮詢,1
號護士,1
起大,1
瞭解同,1
擁一,1
IDwerwwui,1
猶豫近,1
詢介,1
40mmHg,1
一拉長,1
雕塑,1
uMR575L5804,1
沒像現,1
響以,1
電視還,1
手術標,1
診進,1
穩定點,1
過陣子,1
理視,1
先處,1
因醫生,1
經評估,1
整體術,1
鄭院,1
選傷口,1
LExSMILE,1
立馬能,1
訝術並,1
實存,1
論術,1
存乾眼,1
罩住,1
暗掉,1
機頂,1
準檢,1
否達,1
較用,1
新開幕,1
張聰麒想,1
真話,1
順利慶幸,1
鐘術當,1
感真重,1
妨參考,1
水類,1
打低,1
耳提面命,1
如乾眼,1
還短術,1
師鄧,1
覺得曲,1
敦手術,1
前數據,1
週五請,1
推兩,1
多數據,1
新術,1
正緊,1
注所細,1
師拉著,1
詢進,1
過程個,1
六馬上,1
一視力,1
氣要,1
小嫩,1
溫和語,1
專業用,1
從術術,1
員驗,1
推大學,1
測血,1
誇大約,1
藥水還,1
進感覺,1
沒廣告,1
台點,1
醫一樣,1
醫生牙,1
IDngelkiss79,1
人管,1
時常關,1
梁姓驗,1
許多二術,1
等終,1
領藥量,1
之擾,1
IDmycute050,1
防菌布,1
容驗,1
認上,1
歷著,1
R850L875,1
起為,1
短經,1
再要,1
懷孕行,1
R549L554,1
卸貨馬,1
更爽,1
結現,1
確異物,1
初起,1
出月子,1
一選擇,1
程流暢,1
R800L75,1
點麻藥術,1
還再點,1
雖然量,1
蠻頻,1
窩家蠻,1
算太長,1
感兩週,1
去候,1
詢客戶,1
遲下,1
友家,1
年且,1
電腦時,1
零度,1
效維持,1
IDLIN,1
R79L6PrtII,1
uMR578L5884,1
生驗,1
RL75,1
室放,1
錢天,1
uMR548L5484,1
該花,1
R97mmHgL74mmHgPrtII,1
資超級,1
解許,1
並懂,1
只膠,1
順真惱,1
二選擇,1
擱置,1
動管,1
類活,1
超愛運動,1
認身,1
前安及,1
待麻藥,1
各進行,1
能心態,1
數細節,1
覺葉,1
還二修,1
受隱形,1
給愛戶,1
節還,1
事運動,1
提感,1
現等,1
雖度,1
數多視,1
家像,1
聽著院,1
興奮院,1
著終,1
還小暈,1
消耗量,1
遊運動,1
用頓,1
藥水費,1
當算,1
拔拔,1
故先,1
這幾周,1
遠導致,1
導致頭,1
偶爾眼,1
寶寶問,1
沒記錄,1
他諮詢,1
並一連串,1
要評,1
IDJcketty,1
帶泳鏡,1
症飛,1
心話,1
裡時,1
頭殼,1
而終,1
下其實,1
上體,1
一睜天,1
IDzee004,1
屋裡,1
醫生步,1
認當時,1
XXXXXXXX,1
smileproi5HZRly7i5HZRly7,1
仔仔,1
R500L40,1
太好且,1
經費限,1
彭細心,1
手順,1
告訴現,1
提點然,1
拉比,1
還給切,1
觸式,1
無接,1
貴客,1
貴賓,1
作過術,1
小關,1
沒流,1
電視略,1
整們,1
據們,1
液及,1
藥水趣,1
鐘頭,1
拔時,1
認狀態,1
總算點,1
實才過,1
還賴,1
醫師劃,1
單眼僅,1
幫雙,1
老用,1
寒假,1
愛跟,1
慕別,1
總羨,1
Sygoodbye,1
完身,1
體及,1
請維持,1
亂動術,1
水機率,1
記點藥,1
閃爍面,1
水現,1
奮照,1
還勤,1
張比較,1
R77L67PrtII,1
請詳,1
PrtIIIPrtIII,1
別人術,1
診間醫,1
獅比賽,1
來檢,1
師挺,1
獅,1
詢整,1
無法動,1
詢員戴,1
淺出,1
下來終,1
iXUBLbH8iXUBLbH8iup6i0GBiup6i0GBPrtI,1
萬一用,1
所診斷,1
還眼藥,1
一協助,1
水共罐,1
變化個,1
安畢,1
眼鏡裡面,1
及護士,1
大約檢,1
油生,1
挫因,1
懼,1
IDsdfe88466,1
沸騰,1
師手術,1
報價術,1
uMR575L5654,1
R4xL4x5,1
中散,1
天還,1
參加系,1
籃時,1
練球,1
社擔,1
所步驟,1
搜尋好,1
推久,1
視學員,1
到海,1
中睜眼,1
自媒體,1
認真往,1
明其實,1
輕護,1
戴禮,1
前常,1
明顯長,1
機少,1
一馬上,1
煙火般,1
天候,1
看書籍則,1
已經久,1
管軟式,1
防護外,1
僅輕,1
詢離家,1
兩天用,1
真忘,1
總之層,1
聯絡術,1
讀字,1
568570,1
數外還,1
完禮,1
仍無法,1
608608,1
乖點,1
綱度數,1
領願意,1
平撫,1
聖哲葉治,1
或用,1
焦時間,1
外戶,1
偏糊,1
則維持,1
救世主,1
漸縮,1
離漸,1
法快,1
眼器還,1
時適,1
糊近,1
藥水換,1
分鐘睜,1
術事項,1
月過,1
詢員旁,1
絕對絕,1
問結束,1
冷靜下,1
越遠,1
許多上,1
穩聲音,1
溫柔平,1
前免,1
數諮詢師,1
週四葉,1
IDsqurehsun,1
R460L55,1
近論,1
痛次,1
數必須,1
疼病,1
R446L46,1
關確定,1
準過,1
濰視標,1
僅睡,1
秒還,1
接著則,1
標能,1
品給,1
習慣天,1
操作前,1
應然,1
燈反,1
當日蠻,1
